iter	Logloss
166	0.6133894726
167	0.6132009413
168	0.6129743876
169	0.6128261427
170	0.6126442087
171	0.61242663
172	0.6122696317
173	0.6120435843
174	0.6118722489
175	0.6116951015
176	0.6115360766
177	0.6112989453
178	0.6110401871
179	0.6108369156
180	0.6107250997
181	0.6105502087
182	0.6104746235
183	0.6103389627
184	0.6100947401
185	0.6099195154
186	0.6097766927
187	0.6096110384
188	0.6094125258
189	0.6092129501
190	0.6090805256
191	0.6089736467
192	0.6088446126
193	0.6086120679
194	0.6084894254
195	0.6083562658
196	0.6081300465
197	0.6079373759
198	0.6076994374
199	0.6075154187
200	0.6072037155
201	0.607144348
202	0.6070044494
203	0.6068444026
204	0.6066199515
205	0.6065018493
206	0.6062303939
207	0.6060024906
208	0.6059286094
209	0.6056998872
210	0.6056424006
211	0.6053751859
212	0.6051820513
213	0.6049524631
214	0.6047125971
215	0.6045698869
216	0.6044556144
217	0.604285401
218	0.6041419941
219	0.6040606932
220	0.6038346311
221	0.6037291096
222	0.6035831924
223	0.6034434775
224	0.6032842824
225	0.6031206759
226	0.602999316
227	0.6028893633
228	0.6027765462
229	0.6025475676
230	0.6023858199
231	0.6022516814
232	0.602116589
233	0.6018627221
234	0.6016017191
235	0.6014054529
236	0.6011947309
237	0.6010326577
238	0.6009450894
239	0.6008698645
240	0.6007454036
241	0.6005505383
242	0.6004232456
243	0.6003269868
244	0.6001264955
245	0.6000030293
246	0.5998660866
247	0.5997545956
248	0.5996594121
249	0.5995887418
250	0.5994489922
251	0.599246118
252	0.5990987733
253	0.5989986538
254	0.5988249304
255	0.5986172799
256	0.598459457
257	0.5983178333
258	0.5981350638
259	0.5980382799
260	0.5978166839
261	0.5976833085
262	0.5974926391
263	0.5973528187
264	0.5971579533
265	0.5970367091
266	0.596925551
267	0.5967202925
268	0.5964745101
269	0.596376518
270	0.5962560678
271	0.5960923277
272	0.5959204853
273	0.5958175682
274	0.5956862637
275	0.5955681511
276	0.5954295045
277	0.5952193005
278	0.5950782345
279	0.594933692
280	0.5948099512
281	0.594706704
282	0.5945357124
283	0.594489924
284	0.5943740997
285	0.5942396153
286	0.5940642742
287	0.5938245454
288	0.5937535534
289	0.5935371497
290	0.5932762035
291	0.593126711
292	0.592913892
293	0.5928112627
294	0.5926432321
295	0.5924939449
296	0.5923958893
297	0.5922516949
298	0.5921533288
299	0.5920797098
300	0.5919510149
301	0.5917484093
302	0.5916513342
303	0.5914614482
304	0.5913647697
305	0.5912048813
306	0.5911215316
307	0.5910063854
308	0.5908242436
309	0.5906692454
310	0.5904626985
311	0.5903375322
312	0.5901780092
313	0.5900588616
314	0.5899014376
315	0.5897458273
316	0.589683403
317	0.5895662383
318	0.5894774303
319	0.5893013904
320	0.5891475604
321	0.5890144613
322	0.5888687609
323	0.5887363034
324	0.5886178813
325	0.5884560606
326	0.5882771286
327	0.5881068246
328	0.5878982796
329	0.5877980083
330	0.5876221236
331	0.5874664085
332	0.5873732265
333	0.5872606135
334	0.5870756856
335	0.5869605326
336	0.5868565453
337	0.5867184358
338	0.5865529653
339	0.5864137456
340	0.5862924958
341	0.5861568069
342	0.5860299841
343	0.5858802742
344	0.5856814173
345	0.58553379
346	0.585361813
347	0.5852657896
348	0.5851214819
349	0.5849826132
350	0.5847901716
351	0.5846980225
352	0.5844118108
353	0.584324742
354	0.5842013633
355	0.5840809198
356	0.5839747574
357	0.583784562
358	0.5836023294
359	0.583376223
360	0.5832540882
361	0.5830813888
362	0.5829033889
363	0.5827787807
364	0.5825737211
365	0.5822937396
366	0.5821993281
367	0.5821217332
368	0.5819824996
369	0.5818315355
370	0.5816546506
371	0.5814832616
372	0.5814027443
373	0.5812743826
374	0.5811428276
375	0.5808700167
376	0.5807142446
377	0.5806321462
378	0.5804521018
379	0.5802639133
380	0.5801161103
381	0.5799225858
382	0.5798147804
383	0.579762287
384	0.5795341281
385	0.579320347
386	0.5792496151
387	0.5791504824
388	0.5789959034
389	0.5789122991
390	0.5788383386
391	0.5787535774
392	0.5786829073
393	0.578492534
394	0.5783714152
395	0.5782887296
396	0.5781253373
397	0.5780275033
398	0.5778852954
399	0.5777737479
400	0.5776558446
401	0.5775442041
402	0.5774405375
403	0.5772735429
404	0.5770536845
405	0.5768365398
406	0.5766900049
407	0.5764197942
408	0.5762218412
409	0.5760986843
410	0.5759627604
411	0.575837829
412	0.5756835576
413	0.5756093271
414	0.5754771014
415	0.5753586537
416	0.5752193411
417	0.5750182719
418	0.5748829629
419	0.5746953035
420	0.5745227755
421	0.5744353315
422	0.5742771936
423	0.5740725372
424	0.573874605
425	0.5737552903
426	0.5736257166
427	0.5735552804
428	0.5734341811
429	0.5732391032
430	0.5730681606
431	0.5730080691
432	0.5729057905
433	0.5726658329
434	0.5725339364
435	0.5724266059
436	0.5721987558
437	0.5721145722
438	0.5719052224
439	0.5717421766
440	0.5715727819
441	0.5713767075
442	0.5711516256
443	0.5710068775
444	0.5707868001
445	0.5705705135
446	0.5704640747
447	0.5703186176
448	0.5701388971
449	0.5700254627
450	0.569846333
451	0.5697227946
452	0.5696027026
453	0.5692776377
454	0.569116785
455	0.5689050633
456	0.5687421202
457	0.5686091261
458	0.5684213576
459	0.5682427574
460	0.5680652977
461	0.5679178721
462	0.5677546016
463	0.5675729875
464	0.5673252946
465	0.5670400314
466	0.5668599489
467	0.5665494665
468	0.566306894
469	0.566141464
470	0.5658736956
471	0.5657234317
472	0.5654918335
473	0.5653736922
474	0.5652002922
475	0.5650036113
476	0.5648085625
477	0.5645950817
478	0.5644511274
479	0.5642805604
480	0.5641257525
481	0.5640146315
482	0.5638361593
483	0.5636947644
484	0.5634293261
485	0.5632680894
486	0.5630369335
487	0.5628904035
488	0.5626795314
489	0.562479055
490	0.5623565807
491	0.5622730118
492	0.5620594199
493	0.5618721054
494	0.5617239026
495	0.5615745571
496	0.5614292852
497	0.5612639794
498	0.5611108264
499	0.5609466321
500	0.5607291298
501	0.5605440583
502	0.5603369756
503	0.5601024306
504	0.5599401977
505	0.5598328469
506	0.5596766287
507	0.5594550737
508	0.5592710431
509	0.5590316283
510	0.5588321172
511	0.5586449595
512	0.5583826135
513	0.5581587019
514	0.5580325178
515	0.5578010033
516	0.5576722811
517	0.5574858236
518	0.5572538641
519	0.556979684
520	0.5567503403
521	0.5566478452
522	0.5564301698
523	0.5562218166
524	0.5560676259
525	0.5559678135
526	0.5558684629
527	0.5557199549
528	0.5555275341
529	0.5553980926
530	0.5551691108
531	0.5550031373
532	0.5548879939
533	0.5548192791
534	0.5546349101
535	0.5543915829
536	0.5541904997
537	0.5540115729
538	0.553803276
539	0.5536281385
540	0.5534706435
541	0.5532879479
542	0.5532097556
543	0.5530297975
544	0.5528107332
545	0.5526370912
546	0.5523900552
547	0.552253277
548	0.552093
549	0.5518818828
550	0.5517780767
551	0.5516196599
552	0.5514646083
553	0.5512606338
554	0.5511045853
555	0.5508745449
556	0.5506875436
557	0.5505067329
558	0.5503191317
559	0.5502210616
560	0.5500684873
561	0.5498657177
562	0.5496624867
563	0.5495198879
564	0.5493441395
565	0.5492473657
566	0.5491168394
567	0.5489968664
568	0.5488419127
569	0.5486194754
570	0.5484055034
571	0.5482499988
572	0.5480876556
573	0.5479316082
574	0.5477847826
575	0.5476261929
576	0.5474894619
577	0.5473454703
578	0.5471500331
579	0.5469546779
580	0.5467273178
581	0.546598023
582	0.5463038567
583	0.5460917075
584	0.5459022183
585	0.5457173312
586	0.5454953779
587	0.5452087795
588	0.5450227065
589	0.5449074978
590	0.5447471622
591	0.5446378291
592	0.5444967938
593	0.5443653167
594	0.5442542885
595	0.5441326491
596	0.5439920145
597	0.5438205635
598	0.5436835731
599	0.5435058995
600	0.5433495231
601	0.5431658429
602	0.5429117325
603	0.5426814787
604	0.542523027
605	0.5423855797
606	0.5421165314
607	0.5418632454
608	0.5417089804
609	0.5415092201
610	0.5413523364
611	0.5411813936
612	0.5409818294
613	0.5408480176
614	0.5406902905
615	0.5405017114
616	0.5402997241
617	0.540066735
618	0.5398743383
619	0.5396882169
620	0.5395144674
621	0.5392732764
622	0.5391075675
623	0.5389141956
624	0.5387039486
625	0.5384902249
626	0.5383170399
627	0.5381694703
628	0.5380252272
629	0.5377586855
630	0.5376842937
631	0.5375305277
632	0.5374015529
633	0.5372279055
634	0.5371227104
635	0.536961642
636	0.53680902
637	0.5365852629
638	0.5364529609
639	0.5363384888
640	0.5361811804
641	0.5359036387
642	0.5357889362
643	0.5356565581
644	0.5355110387
645	0.5352689004
646	0.5351078757
647	0.5349492683
648	0.5347443877
649	0.5346274986
650	0.534447445
651	0.5343398496
652	0.5341299233
653	0.5340138025
654	0.5338238571
655	0.5337225158
656	0.5334561461
657	0.533298026
658	0.5331071052
659	0.5329982863
660	0.5327551723
661	0.5326057555
662	0.5325396859
663	0.532378505
664	0.5321799156
665	0.5320469151
666	0.5318755193
667	0.531725024
668	0.5315388041
669	0.5312573736
670	0.531104171
671	0.5309838517
672	0.5308195379
673	0.5306156034
674	0.5304026908
675	0.5302677841
676	0.5300796158
677	0.5299519667
678	0.5298840008
679	0.529758299
680	0.5296350025
681	0.5295190859
682	0.52932708
683	0.5292392783
684	0.5290952035
685	0.5288981946
686	0.5287244678
687	0.5286244038
688	0.5284517851
689	0.528283643
690	0.5280367676
691	0.5278931071
692	0.5277675293
693	0.5276406808
694	0.5275663568
695	0.5273957369
696	0.5272573295
697	0.5270665022
698	0.5269585076
699	0.5267453986
700	0.5266324013
701	0.5264761011
702	0.5263204369
703	0.5262105055
704	0.5261044428
705	0.5259852528
706	0.5258478893
707	0.5257216672
708	0.5255139784
709	0.5253679179
710	0.5251786003
711	0.5249750813
712	0.524772186
713	0.5245790365
714	0.5243939578
715	0.5242522886
716	0.5241763037
717	0.5239444912
718	0.5237660508
719	0.5236563991
720	0.5234915069
721	0.5233138451
722	0.5232254237
723	0.5231019338
724	0.5230338821
725	0.5228653948
726	0.5227074163
727	0.5225221845
728	0.5223212391
729	0.5222185551
730	0.5220530195
731	0.5219457623
732	0.5217404862
733	0.5216596563
734	0.5214440877
735	0.5213550899
736	0.5212009448
737	0.5211056456
738	0.5209478852
739	0.520797464
740	0.5206480216
741	0.5205116881
742	0.5203088253
743	0.5201793073
744	0.5199885615
745	0.5198341488
746	0.5196831381
747	0.5195144437
748	0.5193578152
749	0.5192247123
750	0.5190598128
751	0.518871777
752	0.5187415598
753	0.5185710288
754	0.5182815902
755	0.5181097555
756	0.5178726039
757	0.5177074823
758	0.5175621954
759	0.5173949418
760	0.5171895228
761	0.5170120649
762	0.5168900734
763	0.5166604212
764	0.5165126254
765	0.5163981856
766	0.5161988045
767	0.5160301082
768	0.5158875244
769	0.5157628615
770	0.5155710698
771	0.5154947602
772	0.515293537
773	0.5152018145
774	0.515098017
775	0.5148861822
776	0.5147717982
777	0.5146045881
778	0.5145319236
779	0.5143537946
780	0.5141603447
781	0.5140481068
782	0.5138206665
783	0.51371073
784	0.5136359719
785	0.5134619439
786	0.5132629108
787	0.5131369315
788	0.5130254218
789	0.5128816485
790	0.5127651831
791	0.5126384202
792	0.5124694778
793	0.5123446376
794	0.5121249146
795	0.5120134383
796	0.5118447033
797	0.5117345838
798	0.5116558568
799	0.5115090187
800	0.5113696554
801	0.5112868635
802	0.5111409543
803	0.5110443346
804	0.5109176909
805	0.5108247393
806	0.5106476707
807	0.5104758556
808	0.5103472799
809	0.5102090776
810	0.5101110723
811	0.5099437714
812	0.5098247531
813	0.5097046221
814	0.5095403735
815	0.5092595865
816	0.509129465
817	0.509009472
818	0.5089325772
819	0.5088392913
820	0.5086796342
821	0.5086027131
822	0.5084945445
823	0.5083194537
824	0.5081864444
825	0.5080112575
826	0.5078961129
827	0.5077612718
828	0.5076136428
829	0.5074764456
830	0.50733244
831	0.5072160475
832	0.507102963
833	0.5069893918
834	0.506805024
835	0.5066648362
836	0.5065262181
837	0.5064157041
838	0.5062695603
839	0.5061319273
840	0.5059949496
841	0.5058797988
842	0.5057390022
843	0.5055960987
844	0.5054376707
845	0.5053232383
846	0.5051927294
847	0.5050029726
848	0.5049055398
849	0.5047867142
850	0.5046311089
851	0.5044733876
852	0.5043735696
853	0.5042394242
854	0.5040982306
855	0.5039542538
856	0.5038628678
857	0.5037339585
858	0.5035408558
859	0.5033865397
860	0.5032686018
861	0.5030649259
862	0.5029342699
863	0.5028355712
864	0.5027300062
865	0.5026254816
866	0.5024084709
867	0.502249683
868	0.5021412542
869	0.5019071308
870	0.5018115771
871	0.5016693123
872	0.5015738725
873	0.5014581386
874	0.501326135
875	0.5011897101
876	0.5010582345
877	0.5009285909
878	0.5007603683
879	0.5006521974
880	0.5005409622
881	0.5004396751
882	0.5003319581
883	0.5002425726
884	0.5000743047
885	0.4999466856
886	0.4997486186
887	0.4996528467
888	0.4994930268
889	0.4993098592
890	0.4991384999
891	0.4990361788
892	0.4988664094
893	0.4987660608
894	0.4986633683
895	0.4985566171
896	0.4984559243
897	0.4983425855
898	0.4981659428
899	0.4980194971
900	0.4979461947
901	0.4977383189
902	0.4975454687
903	0.4973916697
904	0.4972940042
905	0.4971835341
906	0.4970316507
907	0.4969047828
908	0.4968101361
909	0.4966864432
910	0.4965338487
911	0.4964686433
912	0.4963323632
913	0.4961827521
914	0.4959903924
915	0.4958824527
916	0.4957816614
917	0.4955760544
918	0.4954066338
919	0.4953065367
920	0.4951936612
921	0.4951236371
922	0.4949166062
923	0.4947554503
924	0.4946202874
925	0.4945492073
926	0.4944098016
927	0.4943017908
928	0.4941840111
929	0.4940983519
930	0.4939762601
931	0.4938407759
932	0.4937091935
933	0.4936107095
934	0.4935261476
935	0.4934488802
936	0.4932858316
937	0.493105148
938	0.492942085
939	0.4927546342
940	0.4925841808
941	0.4924209019
942	0.4923019008
943	0.4921627311
944	0.4920370475
945	0.4918719551
946	0.4917495652
947	0.4916294068
948	0.4915081375
949	0.4914031498
950	0.491297483
951	0.4911899337
952	0.4910728317
953	0.4908892838
954	0.4907399868
955	0.4906017155
956	0.4904691764
957	0.4903432406
958	0.4902332442
959	0.4901578398
960	0.4901269421
961	0.4899781785
962	0.4898632561
963	0.4897899694
964	0.4896387229
965	0.4895339718
966	0.4894151582
967	0.4892692315
968	0.4891319183
969	0.4889606595
970	0.4888388157
971	0.4886804958
972	0.4885774744
973	0.4884308014
974	0.488265295
975	0.4881525012
976	0.4880562294
977	0.4878907525
978	0.4877754048
979	0.4876463263
980	0.4875226088
981	0.487299148
982	0.4871497591
983	0.4870625416
984	0.4869828628
985	0.4868339993
986	0.4867382066
987	0.4866473669
988	0.4864974009
989	0.4863468831
990	0.4862271937
991	0.4861117386
992	0.4860175806
993	0.4858914619
994	0.4857780857
995	0.4856470844
996	0.4854789492
997	0.4853791329
998	0.485292679
999	0.485124789
