iter	Logloss
155	0.59356429
156	0.5932297301
157	0.592978144
158	0.5927343332
159	0.5924624354
160	0.5922675619
161	0.5921278114
162	0.591954517
163	0.5918647197
164	0.5916597541
165	0.5916508846
166	0.5914277195
167	0.5911795321
168	0.5909588926
169	0.5908517794
170	0.5905379128
171	0.5903949036
172	0.5901064636
173	0.590019556
174	0.5897596631
175	0.5895469755
176	0.5893157874
177	0.5892083905
178	0.5890668347
179	0.5888937052
180	0.5886738037
181	0.5884779076
182	0.5883147114
183	0.5881820697
184	0.5879432713
185	0.5877482636
186	0.5876403617
187	0.5873885022
188	0.5873050046
189	0.5870930264
190	0.5869255737
191	0.5866943987
192	0.5865524643
193	0.5863227822
194	0.5860593117
195	0.5858732905
196	0.5857668005
197	0.5856348129
198	0.5853805015
199	0.5852537239
200	0.5850691339
201	0.5848577669
202	0.584729728
203	0.5845152827
204	0.5843560284
205	0.5841690769
206	0.584024599
207	0.5838810351
208	0.5836663733
209	0.58353552
210	0.5834552581
211	0.5833504012
212	0.5830946614
213	0.5829732009
214	0.5827452759
215	0.5826085494
216	0.5824331179
217	0.5821569772
218	0.5819240018
219	0.5817246024
220	0.5814927612
221	0.581309354
222	0.5811061338
223	0.5809412792
224	0.5807101499
225	0.5805000434
226	0.5803228256
227	0.5800992245
228	0.5799177874
229	0.5796806717
230	0.5794902194
231	0.5793318004
232	0.5792506108
233	0.579193758
234	0.5789905715
235	0.5787332651
236	0.5785061775
237	0.5781961999
238	0.5781722338
239	0.5780060455
240	0.5778666573
241	0.5776796954
242	0.5775365348
243	0.5773600182
244	0.577232343
245	0.5772288891
246	0.5771331798
247	0.5769407488
248	0.576739243
249	0.5765661794
250	0.5763545342
251	0.5762159542
252	0.5761021134
253	0.575890609
254	0.5755977643
255	0.5754481986
256	0.5752793818
257	0.5751155644
258	0.5749570649
259	0.574802471
260	0.5746525226
261	0.5745316448
262	0.5743529576
263	0.5742416392
264	0.5740639333
265	0.573864863
266	0.5736393469
267	0.5734913781
268	0.5733320586
269	0.5732174286
270	0.5730056533
271	0.5728682699
272	0.5727432491
273	0.5725767553
274	0.5723563533
275	0.5722246042
276	0.5722206144
277	0.5720246959
278	0.5717896927
279	0.5715253055
280	0.5713054969
281	0.5711423644
282	0.5709095178
283	0.5707483024
284	0.5704972269
285	0.5703906127
286	0.5701383153
287	0.5698728177
288	0.5696851404
289	0.5694571537
290	0.5692942031
291	0.5691927059
292	0.5690465817
293	0.5689696827
294	0.5687975614
295	0.5686037319
296	0.568547027
297	0.5684436243
298	0.5682571151
299	0.5681601543
300	0.567954151
301	0.5677257147
302	0.5675886222
303	0.5672878242
304	0.5671150171
305	0.5669286831
306	0.5668110821
307	0.5666974167
308	0.5665998098
309	0.5663711495
310	0.5663688239
311	0.5661892175
312	0.5660484089
313	0.565886663
314	0.5657020561
315	0.5655020693
316	0.5652604701
317	0.5652124916
318	0.5650461538
319	0.5649478408
320	0.564798542
321	0.5646291487
322	0.5644315666
323	0.5642607487
324	0.5640896981
325	0.5638943475
326	0.5637867072
327	0.5636645905
328	0.5634517726
329	0.5632703376
330	0.56309208
331	0.5629024225
332	0.5627105178
333	0.5625877074
334	0.5624209025
335	0.5622676495
336	0.5620753796
337	0.5620549951
338	0.5618882767
339	0.5616545423
340	0.5615417557
341	0.5613592059
342	0.5611859484
343	0.5610610763
344	0.5608395945
345	0.5607218384
346	0.5605591332
347	0.5604105513
348	0.5603139425
349	0.5601813219
350	0.5599167453
351	0.5598008007
352	0.5596556088
353	0.5594082755
354	0.5593075609
355	0.5590725306
356	0.5589522253
357	0.5588365652
358	0.5586205584
359	0.5584228592
360	0.5582275292
361	0.5581659922
362	0.5580998122
363	0.5580313488
364	0.5578949219
365	0.5577341582
366	0.5575852189
367	0.5574472289
368	0.5573226916
369	0.5571906955
370	0.5570019419
371	0.556803718
372	0.5565452845
373	0.5563763653
374	0.5561698788
375	0.555948673
376	0.5558403483
377	0.555630226
378	0.5554468937
379	0.5553283466
380	0.5551474788
381	0.5550667596
382	0.5549552218
383	0.5548060175
384	0.5546283539
385	0.5543709274
386	0.5542061966
387	0.5539976881
388	0.5537809464
389	0.5536366012
390	0.5535332635
391	0.5533983146
392	0.5532522838
393	0.553069647
394	0.552868502
395	0.552695971
396	0.55253141
397	0.5524126513
398	0.5521899373
399	0.5520022637
400	0.5518362338
401	0.5517319657
402	0.5515137118
403	0.5513228851
404	0.5511205484
405	0.5509527228
406	0.5507896692
407	0.550658978
408	0.5504887472
409	0.5503297623
410	0.5501144888
411	0.5498329426
412	0.5497320653
413	0.5495106218
414	0.5493215478
415	0.5491475496
416	0.5489986339
417	0.5488399332
418	0.5486412939
419	0.5484907964
420	0.5484175405
421	0.5482325493
422	0.5480299629
423	0.5478360065
424	0.5477208717
425	0.5475804864
426	0.5474927919
427	0.5473473507
428	0.547208024
429	0.5471146467
430	0.5469470759
431	0.5467698755
432	0.5466812659
433	0.5465365267
434	0.5463976747
435	0.5463054539
436	0.5460858861
437	0.5458836085
438	0.5457329755
439	0.5455717919
440	0.5453169738
441	0.5451151321
442	0.5449222877
443	0.5448456432
444	0.5446552133
445	0.5445266522
446	0.5443532543
447	0.544229421
448	0.5441265714
449	0.5438908647
450	0.5437327439
451	0.5436593318
452	0.5434668717
453	0.5432637648
454	0.5431016507
455	0.5429246709
456	0.5427532813
457	0.5425908836
458	0.5423909826
459	0.5422430081
460	0.5419890865
461	0.5418496598
462	0.5417568421
463	0.5416466367
464	0.5414526384
465	0.5413238777
466	0.541070758
467	0.5408602057
468	0.5406423583
469	0.5404841453
470	0.5402472742
471	0.5400970849
472	0.5399864375
473	0.5397659585
474	0.5396627255
475	0.5394824198
476	0.5393523407
477	0.5391711568
478	0.5389624578
479	0.5388302729
480	0.5387360528
481	0.5386303792
482	0.5384889605
483	0.5383589985
484	0.5382281774
485	0.5380087221
486	0.5378328238
487	0.5376016383
488	0.5374382691
489	0.5372688666
490	0.5371316634
491	0.5369991073
492	0.5368417433
493	0.5366706497
494	0.5364727273
495	0.5362798766
496	0.5361214026
497	0.5359933249
498	0.5358278977
499	0.5356420285
500	0.5354456981
501	0.5352777938
502	0.5350774401
503	0.5348798481
504	0.534692734
505	0.534504859
506	0.5343778944
507	0.5341706698
508	0.5340212621
509	0.5339409916
510	0.5338288805
511	0.5336515555
512	0.533524626
513	0.5332665043
514	0.5331042538
515	0.5329425436
516	0.5327604006
517	0.5325903402
518	0.5324370058
519	0.5323440596
520	0.5321944728
521	0.5320270115
522	0.5319162546
523	0.531781936
524	0.5315565126
525	0.5313840846
526	0.5312686496
527	0.5310989274
528	0.5309313151
529	0.5308123791
530	0.5306879096
531	0.5305294482
532	0.530468338
533	0.530339604
534	0.5301698005
535	0.5299736609
536	0.5298123602
537	0.5296770941
538	0.529557137
539	0.529345921
540	0.5292021195
541	0.5290548544
542	0.5288167091
543	0.5287056763
544	0.5285166254
545	0.5283040018
546	0.528180548
547	0.527944405
548	0.5277720882
549	0.5276846214
550	0.5275818204
551	0.5274297919
552	0.527294907
553	0.5270741056
554	0.5268995569
555	0.5267422416
556	0.5265890918
557	0.5264752478
558	0.5263294333
559	0.5261004188
560	0.5259512295
561	0.5258071037
562	0.5256184829
563	0.5254253703
564	0.525175814
565	0.5250469
566	0.5249189375
567	0.5247920701
568	0.5246126345
569	0.5244360983
570	0.5242430682
571	0.5240763365
572	0.5238935885
573	0.5236287372
574	0.523449341
575	0.5233614768
576	0.5232437142
577	0.523101413
578	0.5228589394
579	0.5227444044
580	0.5226536143
581	0.5225753344
582	0.5223578366
583	0.5221958434
584	0.5220763878
585	0.5219120505
586	0.5217729842
587	0.5216560122
588	0.5214519298
589	0.5213528303
590	0.5211303402
591	0.5210075405
592	0.5207639091
593	0.5206227498
594	0.5205047295
595	0.5203532663
596	0.5201381468
597	0.5200081695
598	0.5198390506
599	0.5197236134
600	0.5195941599
601	0.519443254
602	0.5193151426
603	0.5192189845
604	0.5190531736
605	0.5188544103
606	0.5187132792
607	0.5185005668
608	0.5183146282
609	0.5181562829
610	0.5179781889
611	0.5178602429
612	0.5177810419
613	0.5176319365
614	0.5174755091
615	0.5173121658
616	0.5171829342
617	0.5169962888
618	0.5168292227
619	0.5166663074
620	0.5165378798
621	0.5164456649
622	0.5162685941
623	0.5160540464
624	0.5159486638
625	0.515798814
626	0.5156392682
627	0.5155171511
628	0.5154375017
629	0.5152833786
630	0.5151172395
631	0.5149554787
632	0.514802781
633	0.514564104
634	0.5144601364
635	0.5142893627
636	0.5141802942
637	0.5140711733
638	0.5139590285
639	0.5137445451
640	0.5136571552
641	0.5135439955
642	0.5134199623
643	0.5132869145
644	0.5131519889
645	0.5130593526
646	0.5129344801
647	0.5128118027
648	0.512638913
649	0.5125151561
650	0.5124008762
651	0.5122579159
652	0.5121163847
653	0.5119691633
654	0.5118443292
655	0.5117454679
656	0.511533276
657	0.5114502987
658	0.5112989692
659	0.5111436595
660	0.5110608233
661	0.5109022394
662	0.5107488157
663	0.5105969088
664	0.5104690026
665	0.5103512422
666	0.5102637281
667	0.5101423851
668	0.5100704621
669	0.5099594205
670	0.5097872079
671	0.5096348085
672	0.5094370769
673	0.5093149531
674	0.5091736429
675	0.5090914377
676	0.5090135574
677	0.5088918025
678	0.5087534269
679	0.5086821782
680	0.5084989059
681	0.5082628826
682	0.5081603814
683	0.5080554859
684	0.5079695757
685	0.5077315825
686	0.5075675874
687	0.5074119797
688	0.507296946
689	0.5071703208
690	0.5070458797
691	0.5069330517
692	0.5067742579
693	0.5066808488
694	0.5065591032
695	0.506384145
696	0.5062288633
697	0.5061281424
698	0.505961751
699	0.5058578739
700	0.5056858901
701	0.5055946092
702	0.5054817695
703	0.5052950777
704	0.5051343293
705	0.5050124934
706	0.5048368431
707	0.504736225
708	0.5046114126
709	0.5044339345
710	0.5043133362
711	0.5041322193
712	0.5040047532
713	0.5039194311
714	0.5038162792
715	0.5036765675
716	0.5035364387
717	0.5033384077
718	0.5031852106
719	0.5029886233
720	0.5028148485
721	0.5026721062
722	0.50257201
723	0.502435615
724	0.5023908158
725	0.502253759
726	0.5021096176
727	0.5019801199
728	0.5017436507
729	0.5016075746
730	0.5014579762
731	0.5013734819
732	0.5011817857
733	0.5011035191
734	0.5008837622
735	0.5006873602
736	0.5004975974
737	0.500360906
738	0.5002786091
739	0.5001921548
740	0.5000456439
741	0.4999169063
742	0.4997256555
743	0.4995860928
744	0.4994769698
745	0.4993046759
746	0.4991608121
747	0.4989935931
748	0.4988612643
749	0.4987864886
750	0.4986534538
751	0.4985797743
752	0.4984492615
753	0.4982929062
754	0.4980927847
755	0.497977446
756	0.4978065757
757	0.4976912622
758	0.4975717717
759	0.4974394098
760	0.4973064944
761	0.4971205738
762	0.4970396807
763	0.4969487248
764	0.4968229532
765	0.4967220299
766	0.4966635071
767	0.4965625014
768	0.4964408279
769	0.4963150502
770	0.4962446891
771	0.4962059586
772	0.4961057121
773	0.4960627986
774	0.4959548719
775	0.4957745089
776	0.4956905258
777	0.4956064007
778	0.4954652018
779	0.4953745199
780	0.4952600294
781	0.4950973923
782	0.4949650113
783	0.4948720947
784	0.4947080451
785	0.4945464593
786	0.4944513942
787	0.4943450258
788	0.4942263869
789	0.4941041555
790	0.4939784173
791	0.4938627578
792	0.4937077973
793	0.493547332
794	0.4934715511
795	0.493328747
796	0.4932298975
797	0.4930700208
798	0.4930228671
799	0.492934889
800	0.4927979143
801	0.4927406708
802	0.4926538824
803	0.4925126163
804	0.4923696706
805	0.4922494281
806	0.4921390855
807	0.4920233856
808	0.4919303822
809	0.4917918974
810	0.4917086719
811	0.4916169978
812	0.4914170947
813	0.4912551432
814	0.49112634
815	0.491004249
816	0.4908570513
817	0.4907146479
818	0.490556844
819	0.4904498268
820	0.4902722407
821	0.4901120529
822	0.4900438676
823	0.4899082484
824	0.4898082394
825	0.4896594511
826	0.4895296554
827	0.4894096273
828	0.4892802411
829	0.4891790771
830	0.4890483794
831	0.4889837642
832	0.4888599673
833	0.4887485209
834	0.4886289071
835	0.4885236099
836	0.4884161924
837	0.4883118841
838	0.4881366661
839	0.4879999073
840	0.4878935669
841	0.4877900608
842	0.4876024485
843	0.4874306068
844	0.4873141934
845	0.4872081621
846	0.487071384
847	0.4869233799
848	0.4868124045
849	0.4867119113
850	0.4865203925
851	0.4863336055
852	0.4861401104
853	0.4859707028
854	0.4858672554
855	0.4857116231
856	0.4856262891
857	0.4855718074
858	0.4854731562
859	0.485354909
860	0.4851957064
861	0.4850722427
862	0.4849854604
863	0.4849048691
864	0.4847105781
865	0.4845843523
866	0.4844340237
867	0.4843353193
868	0.484280341
869	0.484126988
870	0.4839582488
871	0.4838614001
872	0.4837601119
873	0.483644917
874	0.4834956376
875	0.4833700101
876	0.4832174472
877	0.4831000909
878	0.4829936883
879	0.4828945796
880	0.4828071767
881	0.4826986389
882	0.4825885849
883	0.4824408563
884	0.4823393016
885	0.482212667
886	0.4821611213
887	0.4820847893
888	0.4819737422
889	0.4818767846
890	0.4817666828
891	0.4815999277
892	0.4814555732
893	0.4813344609
894	0.4811892787
895	0.4810971059
896	0.4808764111
897	0.4807948689
898	0.4806477074
899	0.480587279
900	0.4805013989
901	0.4804196431
902	0.48031601
903	0.4802176987
904	0.4800670626
905	0.4799794034
906	0.4799123491
907	0.4798115956
908	0.4797165242
909	0.4795794933
910	0.4794629887
911	0.4792986522
912	0.4791918723
913	0.4791228057
914	0.4789952492
915	0.4788607187
916	0.4787342512
917	0.4786170261
918	0.4784831999
919	0.4783459581
920	0.4782954011
921	0.4781959057
922	0.4780904447
923	0.4779252237
924	0.4778038549
925	0.4776498712
926	0.4775849646
927	0.4774771411
928	0.4773829228
929	0.4772685168
930	0.4771603547
931	0.4769862727
932	0.4768598906
933	0.4767231923
934	0.4766057388
935	0.4764989435
936	0.476318519
937	0.4762277066
938	0.4761895123
939	0.4761307133
940	0.4759760438
941	0.4758776719
942	0.4757673862
943	0.4756385378
944	0.4755201324
945	0.4753870595
946	0.4752782941
947	0.4752058711
948	0.4750245996
949	0.4749516946
950	0.4748560327
951	0.4748059906
952	0.47472399
953	0.4746804733
954	0.4745609331
955	0.4744195603
956	0.4743118385
957	0.4742249055
958	0.4740574184
959	0.4738865641
960	0.4738053932
961	0.4737464625
962	0.4736097778
963	0.4734856358
964	0.4734087996
965	0.4732561606
966	0.4730766528
967	0.4729374629
968	0.4728193139
969	0.4727406371
970	0.4726409902
971	0.472523381
972	0.4724493802
973	0.4723260554
974	0.4721919621
975	0.4720351132
976	0.4719833603
977	0.4718533493
978	0.4717568719
979	0.4716022517
980	0.4715374324
981	0.4713554821
982	0.4713087507
983	0.4712117702
984	0.471087368
985	0.4710281734
986	0.4709196733
987	0.4708487155
988	0.4707769355
989	0.4706559842
990	0.4705589878
991	0.4704604057
992	0.4703868376
993	0.4702847322
994	0.4702099932
995	0.4701082681
996	0.4700319548
997	0.4699042823
998	0.4698206341
999	0.4696977014
